id,name,area,address,latitude,longitude,image,walking_distance,nearest_metro,popularity,crowd_level,theme,description,rating,organizer,opening_time,closing_time
114,Mudiali Club Sarbojanin Durga Puja,South Kolkata,"Mudiali Club Sarbojanin Durga Puja, Mudiali, South Kolkata, Kolkata, West Bengal, 700029, India",22.513512,88.349634,https://images.pujapath.in/pandals/mudiali_club_sarbojanin_durga_puja.jpg,1100,Rabindra Sarobar,9.4,High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
115,N.S.C. Sports Club Durga Puja,South Kolkata,"N.S.C. Sports Club Durga Puja, N.S.C. Sports, South Kolkata, Kolkata, West Bengal, 700026, India",22.510012,88.350023,https://images.pujapath.in/pandals/nsc_sports_club_durga_puja.jpg,300,Kalighat,8.2,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
116,Naktala Udayan Sangha Durga Puja,South Kolkata,"Naktala Udayan Sangha Durga Puja, Naktala Udayan Sangha, South Kolkata, Kolkata, West Bengal, 700084, India",22.472712,88.364423,https://images.pujapath.in/pandals/naktala_udayan_sangha_durga_puja.jpg,500,Gitanjali,9.6,Extremely High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
117,Naskarpara Sarbojanin Durgotsav,South Kolkata,"Naskarpara Sarbojanin Durgotsav, Naskarpara, South Kolkata, Kolkata, West Bengal, 700026, India",22.469012,88.366023,https://images.pujapath.in/pandals/naskarpara_sarbojanin_durgotsav.jpg,700,Kalighat,8.4,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
118,New Alipore Suruchi Sangha Durga Puja,South Kolkata,"New Alipore Suruchi Sangha Durga Puja, New Alipore Suruchi Sangha, South Kolkata, Kolkata, West Bengal, 700027, India",22.517345,88.330823,https://images.pujapath.in/pandals/new_alipore_suruchi_sangha_durga_puja.jpg,900,Majerhat,9.8,Extremely High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
119,New Santoshpur Adi Durgotsab,South Kolkata,"New Santoshpur Adi Durgotsab, New Santoshpur Adi Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",22.492012,88.378023,https://images.pujapath.in/pandals/new_santoshpur_adi_durgotsab.jpg,1100,Kalighat,8.6,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
120,Paddapukur Barwari Samity,South Kolkata,"Paddapukur Barwari Samity, Paddapukur Barwari Samity, South Kolkata, Kolkata, West Bengal, 700026, India",22.533012,88.351023,https://images.pujapath.in/pandals/paddapukur_barwari_samity.jpg,300,Jatin Das Park,7.2,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
121,Paddapukur Youth Association Durga Puja,South Kolkata,"Paddapukur Youth Association Durga Puja, Paddapukur Youth Association, South Kolkata, Kolkata, West Bengal, 700026, India",22.532334,88.351412,https://images.pujapath.in/pandals/paddapukur_youth_association_durga_puja.jpg,500,Jatin Das Park,7.3,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
122,Pally Mangal Samity,South Kolkata,"Pally Mangal Samity, Pally Mangal Samity, South Kolkata, Kolkata, West Bengal, 700026, India",22.531645,88.350734,https://images.pujapath.in/pandals/pally_mangal_samity.jpg,700,Jatin Das Park,7.4,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
123,Panchanna Gram Adhibasibrinda,South Kolkata,"Panchanna Gram Adhibasibrinda, Panchanna Gram Adhibasibrinda, South Kolkata, Kolkata, West Bengal, 700026, India",22.508012,88.391023,https://images.pujapath.in/pandals/panchanna_gram_adhibasibrinda.jpg,900,Kalighat,7.5,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
124,Paschim Putiary Sarbojanin Nabo Durgotsav,South Kolkata,"Paschim Putiary Sarbojanin Nabo Durgotsav, Paschim Putiary Nabo, South Kolkata, Kolkata, West Bengal, 700026, India",22.473012,88.348023,https://images.pujapath.in/pandals/paschim_putiary_sarbojanin_nabo_durgotsav.jpg,1100,Kalighat,7.6,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
125,Patuli Sarbojanin Durgotsab,South Kolkata,"Patuli Sarbojanin Durgotsab, Patuli Durgotsab, South Kolkata, Kolkata, West Bengal, 700084, India",22.468012,88.382023,https://images.pujapath.in/pandals/patuli_sarbojanin_durgotsab.jpg,300,Kavi Nazrul,7.7,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
126,Peyarabagan Sarbojanin Durgotsab,South Kolkata,"Peyarabagan Sarbojanin Durgotsab, Peyarabagan Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",22.515012,88.363023,https://images.pujapath.in/pandals/peyarabagan_sarbojanin_durgotsab.jpg,500,Kalighat,7.8,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
127,Picnic Sunrise Club,South Kolkata,"Picnic Sunrise Club, Picnic Sunrise, South Kolkata, Kolkata, West Bengal, 700026, India",22.514012,88.388023,https://images.pujapath.in/pandals/picnic_sunrise_club.jpg,700,Kalighat,7.9,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
128,Pragati Sangha Durga Puja,South Kolkata,"Pragati Sangha Durga Puja, Pragati Sangha, South Kolkata, Kolkata, West Bengal, 700026, India",22.513334,88.388412,https://images.pujapath.in/pandals/pragati_sangha_durga_puja.jpg,900,Kalighat,8.0,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
129,Pragati Sangha Durgotsab Committee,South Kolkata,"Pragati Sangha Durgotsab Committee, Pragati Sangha Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",22.512645,88.387734,https://images.pujapath.in/pandals/pragati_sangha_durgotsab_committee.jpg,1100,Kalighat,8.1,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
130,Purbachal Residents Sarbojanin Durgotsav,South Kolkata,"Purbachal Residents Sarbojanin Durgotsav, Purbachal Residents, South Kolkata, Kolkata, West Bengal, 700026, India",22.478012,88.378023,https://images.pujapath.in/pandals/purbachal_residents_sarbojanin_durgotsav.jpg,300,Kalighat,8.2,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
131,Putiary Sarbojanin Durgotsab Committee,South Kolkata,"Putiary Sarbojanin Durgotsab Committee, Putiary Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",22.472012,88.347023,https://images.pujapath.in/pandals/putiary_sarbojanin_durgotsab_committee.jpg,500,Kalighat,8.3,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
132,Ramgarh Satapally Sarbojanin Durgotsav Committee,South Kolkata,"Ramgarh Satapally Sarbojanin Durgotsav Committee, Ramgarh Satapally, South Kolkata, Kolkata, West Bengal, 700026, India",22.481012,88.372023,https://images.pujapath.in/pandals/ramgarh_satapally_sarbojanin_durgotsav_committee.jpg,700,Kalighat,8.4,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
133,Rashbehari Suhrid Sangha,South Kolkata,"Rashbehari Suhrid Sangha, Rashbehari Suhrid Sangha, South Kolkata, Kolkata, West Bengal, 700026, India",22.518012,88.351023,https://images.pujapath.in/pandals/rashbehari_suhrid_sangha.jpg,900,Kalighat,8.5,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
134,Russa Madhyapally Sarbojanin Durgotsav,South Kolkata,"Russa Madhyapally Sarbojanin Durgotsav, Russa Madhyapally, South Kolkata, Kolkata, West Bengal, 700026, India",22.493012,88.353023,https://images.pujapath.in/pandals/russa_madhyapally_sarbojanin_durgotsav.jpg,1100,Kalighat,8.6,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
135,Sahapur Suhrid Sangha Durga Puja Committee,South Kolkata,"Sahapur Suhrid Sangha Durga Puja Committee, Sahapur Suhrid Sangha, South Kolkata, Kolkata, West Bengal, 700026, India",22.503012,88.328023,https://images.pujapath.in/pandals/sahapur_suhrid_sangha_durga_puja_committee.jpg,300,Kalighat,7.2,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
136,Sammilani Durga Puja,South Kolkata,"Sammilani Durga Puja, Sammilani, South Kolkata, Kolkata, West Bengal, 700026, India",22.502334,88.328412,https://images.pujapath.in/pandals/sammilani_durga_puja.jpg,500,Kalighat,7.3,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
137,Sanghasree Kalighat Durga Puja,South Kolkata,"Sanghasree Kalighat Durga Puja, Sanghasree Kalighat, South Kolkata, Kolkata, West Bengal, 700026, India",22.522012,88.347023,https://images.pujapath.in/pandals/sanghasree_kalighat_durga_puja.jpg,700,Kalighat,7.4,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
138,Santoshpur Avenue South,South Kolkata,"Santoshpur Avenue South, Santoshpur Avenue South, South Kolkata, Kolkata, West Bengal, 700026, India",22.495012,88.376023,https://images.pujapath.in/pandals/santoshpur_avenue_south.jpg,900,Kalighat,7.5,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
139,Santoshpur Lake Pally Durga Puja,South Kolkata,"Santoshpur Lake Pally Durga Puja, Santoshpur Lake Pally, South Kolkata, Kolkata, West Bengal, 700026, India",22.494334,88.376412,https://images.pujapath.in/pandals/santoshpur_lake_pally_durga_puja.jpg,1100,Kalighat,7.6,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
140,Santoshpur Trikon Park Durgotsab,South Kolkata,"Santoshpur Trikon Park Durgotsab, Santoshpur Trikon Park Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",22.493645,88.375734,https://images.pujapath.in/pandals/santoshpur_trikon_park_durgotsab.jpg,300,Kalighat,7.7,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
141,Shibmandir Sarbojanin Durgotsab Samiti,South Kolkata,"Shibmandir Sarbojanin Durgotsab Samiti, Shibmandir Durgotsab Samiti, South Kolkata, Kolkata, West Bengal, 700029, India",22.515234,88.350845,https://images.pujapath.in/pandals/shibmandir_sarbojanin_durgotsab_samiti.jpg,500,Rabindra Sarobar,9.1,High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
142,Singhi Park Sarbojanin Durga Puja,South Kolkata,"Singhi Park Sarbojanin Durga Puja, Singhi Park, South Kolkata, Kolkata, West Bengal, 700026, India",22.519323,88.365412,https://images.pujapath.in/pandals/singhi_park_sarbojanin_durga_puja.jpg,700,Kalighat,9.2,High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
143,Sonarpur Sarbojanin Durgotsav Puja Committee,South Kolkata,"Sonarpur Sarbojanin Durgotsav Puja Committee, Sonarpur Puja, South Kolkata, Kolkata, West Bengal, 700084, India",22.443012,88.428023,https://images.pujapath.in/pandals/sonarpur_sarbojanin_durgotsav_puja_committee.jpg,900,Kavi Nazrul,8.0,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
144,Sri Sri Sarbojanin Durga Puja,South Kolkata,"Sri Sri Sarbojanin Durga Puja, Sri Sri, South Kolkata, Kolkata, West Bengal, 700026, India",22.520012,88.346023,https://images.pujapath.in/pandals/sri_sri_sarbojanin_durga_puja.jpg,1100,Kalighat,8.1,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
145,Surya Nagar Sarbojanin Durga Puja,South Kolkata,"Surya Nagar Sarbojanin Durga Puja, Surya Nagar, South Kolkata, Kolkata, West Bengal, 700026, India",22.464012,88.372023,https://images.pujapath.in/pandals/surya_nagar_sarbojanin_durga_puja.jpg,300,Kalighat,8.2,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
146,Tridhara Sammilani Durga Puja,South Kolkata,"Tridhara Sammilani Durga Puja, Tridhara Sammilani, South Kolkata, Kolkata, West Bengal, 700026, India",22.519745,88.355123,https://images.pujapath.in/pandals/tridhara_sammilani_durga_puja.jpg,500,Kalighat,9.6,Extremely High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
147,Tulipians Durgotsav,South Kolkata,"Tulipians Durgotsav, Tulipians, South Kolkata, Kolkata, West Bengal, 700026, India",22.519012,88.348023,https://images.pujapath.in/pandals/tulipians_durgotsav.jpg,700,Kalighat,8.4,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
148,Udayan Kidderpore Durga Puja,South Kolkata,"Udayan Kidderpore Durga Puja, Udayan Kidderpore, South Kolkata, Kolkata, West Bengal, 700027, India",22.534012,88.322023,https://images.pujapath.in/pandals/udayan_kidderpore_durga_puja.jpg,900,Majerhat,8.5,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
149,Upohar Utsav Committee,South Kolkata,"Upohar Utsav Committee, Upohar Utsav, South Kolkata, Kolkata, West Bengal, 700026, India",22.466012,88.384023,https://images.pujapath.in/pandals/upohar_utsav_committee.jpg,1100,Kalighat,8.6,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
150,VIP Nagar Sarbojanin Durga Puja Committee,South Kolkata,"VIP Nagar Sarbojanin Durga Puja Committee, VIP Nagar, South Kolkata, Kolkata, West Bengal, 700026, India",22.516012,88.395023,https://images.pujapath.in/pandals/vip_nagar_sarbojanin_durga_puja_committee.jpg,300,Kalighat,7.2,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
151,Westend Park Sarbojanin Durga Puja,South Kolkata,"Westend Park Sarbojanin Durga Puja, Westend Park, South Kolkata, Kolkata, West Bengal, 700026, India",22.521012,88.343023,https://images.pujapath.in/pandals/westend_park_sarbojanin_durga_puja.jpg,500,Kalighat,7.3,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
152,14 Pally Udayan Sangha,Central Kolkata,"14 Pally Udayan Sangha, 14 Pally Udayan Sangha, Central Kolkata, Kolkata, West Bengal, 700007, India",22.579012,88.358023,https://images.pujapath.in/pandals/14_pally_udayan_sangha.jpg,700,Mahatma Gandhi Road,7.4,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
153,37 Pally Sarbojanin Durgotsab,Central Kolkata,"37 Pally Sarbojanin Durgotsab, 37 Pally Durgotsab, Central Kolkata, Kolkata, West Bengal, 700007, India",22.578334,88.358412,https://images.pujapath.in/pandals/37_pally_sarbojanin_durgotsab.jpg,900,Mahatma Gandhi Road,7.5,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
154,47 Pally Jubak Brinda Durga Puja,Central Kolkata,"47 Pally Jubak Brinda Durga Puja, 47 Pally Jubak Brinda, Central Kolkata, Kolkata, West Bengal, 700007, India",22.577645,88.357734,https://images.pujapath.in/pandals/47_pally_jubak_brinda_durga_puja.jpg,1100,Mahatma Gandhi Road,7.6,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
155,Central Calcutta Youth Association,Central Kolkata,"Central Calcutta Youth Association, Central Calcutta Youth Association, Central Kolkata, Kolkata, West Bengal, 700012, India",22.569012,88.358023,https://images.pujapath.in/pandals/central_calcutta_youth_association.jpg,300,Central,7.7,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
156,College Square Sarbojanin Durgotsav,Central Kolkata,"College Square Sarbojanin Durgotsav, College Square, Central Kolkata, Kolkata, West Bengal, 700007, India",22.573912,88.363845,https://images.pujapath.in/pandals/college_square_sarbojanin_durgotsav.jpg,500,Mahatma Gandhi Road,9.6,Extremely High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
157,Entally Matribhumi Durga Puja,Central Kolkata,"Entally Matribhumi Durga Puja, Entally Matribhumi, Central Kolkata, Kolkata, West Bengal, 700014, India",22.564012,88.372023,https://images.pujapath.in/pandals/entally_matribhumi_durga_puja.jpg,700,Sealdah,7.9,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
158,Entally Sarbojanin Sri Sri Durga Puja,Central Kolkata,"Entally Sarbojanin Sri Sri Durga Puja, Entally Sri Sri, Central Kolkata, Kolkata, West Bengal, 700014, India",22.563334,88.372412,https://images.pujapath.in/pandals/entally_sarbojanin_sri_sri_durga_puja.jpg,900,Sealdah,8.0,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
159,Interact Club of Chowringhee High School Sarbojanin Durga Puja,Central Kolkata,"Interact Club of Chowringhee High School Sarbojanin Durga Puja, Interact of Chowringhee High School, Central Kolkata, Kolkata, West Bengal, 700069, India",22.556012,88.353023,https://images.pujapath.in/pandals/interact_club_of_chowringhee_high_school_sarbojanin_durga_puja.jpg,1100,Esplanade,8.1,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
160,Kanai Dhar Lane Adhibasi Brinda,Central Kolkata,"Kanai Dhar Lane Adhibasi Brinda, Kanai Dhar Lane Adhibasi Brinda, Central Kolkata, Kolkata, West Bengal, 700012, India",22.568012,88.361023,https://images.pujapath.in/pandals/kanai_dhar_lane_adhibasi_brinda.jpg,300,Central,8.2,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
161,Machua Bazar Sarbajanik Durga Puja Samity,Central Kolkata,"Machua Bazar Sarbajanik Durga Puja Samity, Machua Bazar Sarbajanik Samity, Central Kolkata, Kolkata, West Bengal, 700007, India",22.581012,88.360023,https://images.pujapath.in/pandals/machua_bazar_sarbajanik_durga_puja_samity.jpg,500,Mahatma Gandhi Road,8.3,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
162,Md. Ali Park Durga Puja,Central Kolkata,"Md. Ali Park Durga Puja, Md. Ali Park, Central Kolkata, Kolkata, West Bengal, 700007, India",22.578623,88.360124,https://images.pujapath.in/pandals/md_ali_park_durga_puja.jpg,700,Mahatma Gandhi Road,9.2,High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
163,New Market Sarbojanin Sri Sri Durga Puja,Central Kolkata,"New Market Sarbojanin Sri Sri Durga Puja, New Market Sri Sri, Central Kolkata, Kolkata, West Bengal, 700069, India",22.560012,88.353023,https://images.pujapath.in/pandals/new_market_sarbojanin_sri_sri_durga_puja.jpg,900,Esplanade,8.5,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
164,Pallir Yubak Brinda Durga Puja,Central Kolkata,"Pallir Yubak Brinda Durga Puja, Pallir Yubak Brinda, Central Kolkata, Kolkata, West Bengal, 700069, India",22.559334,88.353412,https://images.pujapath.in/pandals/pallir_yubak_brinda_durga_puja.jpg,1100,Esplanade,8.6,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
165,Santosh Mitra Square Durga Puja,Central Kolkata,"Santosh Mitra Square Durga Puja, Santosh Mitra Square, Central Kolkata, Kolkata, West Bengal, 700014, India",22.567834,88.365912,https://images.pujapath.in/pandals/santosh_mitra_square_durga_puja.jpg,300,Sealdah,9.5,Extremely High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
166,Shishu Palan Foundation,Central Kolkata,"Shishu Palan Foundation, Shishu Palan Foundation, Central Kolkata, Kolkata, West Bengal, 700007, India",22.577012,88.359023,https://images.pujapath.in/pandals/shishu_palan_foundation.jpg,500,Mahatma Gandhi Road,7.3,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
167,Wellington Nagarik Kalyan Samity Durga Puja,Central Kolkata,"Wellington Nagarik Kalyan Samity Durga Puja, Wellington Nagarik Kalyan Samity, Central Kolkata, Kolkata, West Bengal, 700069, India",22.563012,88.358023,https://images.pujapath.in/pandals/wellington_nagarik_kalyan_samity_durga_puja.jpg,700,Esplanade,7.4,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
168,Shimla Byam Samity,Central Kolkata,"Shimla Byam Samity, Shimla Byam Samity, Central Kolkata, Kolkata, West Bengal, 700007, India",22.585012,88.364023,https://images.pujapath.in/pandals/shimla_byam_samity.jpg,900,Mahatma Gandhi Road,7.5,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
169,Singhi Bagan Durga Puja,Central Kolkata,"Singhi Bagan Durga Puja, Singhi Bagan, Central Kolkata, Kolkata, West Bengal, 700007, India",22.584334,88.364412,https://images.pujapath.in/pandals/singhi_bagan_durga_puja.jpg,1100,Mahatma Gandhi Road,7.6,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
170,Beliaghata 33 Palli Durga Puja,Central Kolkata,"Beliaghata 33 Palli Durga Puja, Beliaghata 33 Palli, Central Kolkata, Kolkata, West Bengal, 700014, India",22.568012,88.384023,https://images.pujapath.in/pandals/beliaghata_33_palli_durga_puja.jpg,300,Sealdah,9.0,High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
171,Entally Sarbojanin,Central Kolkata,"Entally Sarbojanin, Entally, Central Kolkata, Kolkata, West Bengal, 700014, India",22.562012,88.373023,https://images.pujapath.in/pandals/entally_sarbojanin.jpg,500,Sealdah,7.8,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
