pandal_id,pandal_name,region,latitude,longitude,geocode_query,geocoded_display_name,geocode_source,geocode_status,coordinate_status,location_status
175,BL Block Durga Puja,East Kolkata & Salt Lake,22.586645,88.410734,"BL Block Durga Puja, East Kolkata & Salt Lake, Kolkata, West Bengal, India","BL Block Durga Puja, BL Block, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
176,EKTP Phase 2 Abasik Puja Samity,East Kolkata & Salt Lake,22.548012,88.402023,"EKTP Phase 2 Abasik Puja Samity, East Kolkata & Salt Lake, Kolkata, West Bengal, India","EKTP Phase 2 Abasik Puja Samity, EKTP Phase 2 Abasik Puja Samity, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
177,Jawpur Bayam Samity Durga Puja,East Kolkata & Salt Lake,22.618012,88.386023,"Jawpur Bayam Samity Durga Puja, East Kolkata & Salt Lake, Kolkata, West Bengal, India","Jawpur Bayam Samity Durga Puja, Jawpur Bayam Samity, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
178,Judge Bagan Sarbojanin Durgotsab,East Kolkata & Salt Lake,22.582012,88.405023,"Judge Bagan Sarbojanin Durgotsab, East Kolkata & Salt Lake, Kolkata, West Bengal, India","Judge Bagan Sarbojanin Durgotsab, Judge Bagan Durgotsab, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
179,Kanjial Para Puja Samity Durga Puja,East Kolkata & Salt Lake,22.581334,88.405412,"Kanjial Para Puja Samity Durga Puja, East Kolkata & Salt Lake, Kolkata, West Bengal, India","Kanjial Para Puja Samity Durga Puja, Kanjial Para Puja Samity, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
180,Nabapally Adhibashi Brinda Durga Puja,East Kolkata & Salt Lake,22.580645,88.404734,"Nabapally Adhibashi Brinda Durga Puja, East Kolkata & Salt Lake, Kolkata, West Bengal, India","Nabapally Adhibashi Brinda Durga Puja, Nabapally Adhibashi Brinda, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
181,Netaji Sporting Club Durga Puja,East Kolkata & Salt Lake,22.579012,88.404023,"Netaji Sporting Club Durga Puja, East Kolkata & Salt Lake, Kolkata, West Bengal, India","Netaji Sporting Club Durga Puja, Netaji Sporting, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
182,Prafulla Kanan Sarbojanin Durgotsab,East Kolkata & Salt Lake,22.605012,88.423023,"Prafulla Kanan Sarbojanin Durgotsab, East Kolkata & Salt Lake, Kolkata, West Bengal, India","Prafulla Kanan Sarbojanin Durgotsab, Prafulla Kanan Durgotsab, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
183,Purba Kalikata Sarbojanin Durgotsav,East Kolkata & Salt Lake,22.571012,88.388023,"Purba Kalikata Sarbojanin Durgotsav, East Kolkata & Salt Lake, Kolkata, West Bengal, India","Purba Kalikata Sarbojanin Durgotsav, Purba Kalikata, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
184,Purbanchal Prabhati Sangha Durga Puja,East Kolkata & Salt Lake,22.570334,88.388412,"Purbanchal Prabhati Sangha Durga Puja, East Kolkata & Salt Lake, Kolkata, West Bengal, India","Purbanchal Prabhati Sangha Durga Puja, Purbanchal Prabhati Sangha, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
185,Sixemes Cooperative Housing Durgotsav,East Kolkata & Salt Lake,22.585012,88.415023,"Sixemes Cooperative Housing Durgotsav, East Kolkata & Salt Lake, Kolkata, West Bengal, India","Sixemes Cooperative Housing Durgotsav, Sixemes Cooperative Housing, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
186,"Sree Sree Durga Puja Committee, Rabindrapally",East Kolkata & Salt Lake,22.602012,88.426023,"Sree Sree Durga Puja Committee, Rabindrapally, East Kolkata & Salt Lake, Kolkata, West Bengal, India","Sree Sree Durga Puja Committee, Rabindrapally, Sree Sree, Rabindrapally, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
187,New Town Sarbojanin,East Kolkata & Salt Lake,22.586012,88.462023,"New Town Sarbojanin, East Kolkata & Salt Lake, Kolkata, West Bengal, India","New Town Sarbojanin, New Town, East Kolkata & Salt Lake, Kolkata, West Bengal, 700091, India",OpenStreetMap Nominatim,success,valid,verified
188,AK Block Salt Lake,East Kolkata & Salt Lake,22.589012,88.412023,"AK Block Salt Lake, East Kolkata & Salt Lake, Kolkata, West Bengal, India","AK Block Salt Lake, AK Block Salt Lake, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
189,Mitali Sangha Kankurgachi,East Kolkata & Salt Lake,22.588012,88.382023,"Mitali Sangha Kankurgachi, East Kolkata & Salt Lake, Kolkata, West Bengal, India","Mitali Sangha Kankurgachi, Mitali Sangha Kankurgachi, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
190,2 No Basudebpur Sarbojanin Durga Puja,Behala,22.496012,88.312023,"2 No Basudebpur Sarbojanin Durga Puja, Behala, Kolkata, West Bengal, India","2 No Basudebpur Sarbojanin Durga Puja, 2 No Basudebpur, Behala, Kolkata, West Bengal, 700034, India",OpenStreetMap Nominatim,success,valid,verified
191,7er Pally Sarbojanin Durga Puja Committee,Behala,22.495334,88.312412,"7er Pally Sarbojanin Durga Puja Committee, Behala, Kolkata, West Bengal, India","7er Pally Sarbojanin Durga Puja Committee, 7er Pally, Behala, Kolkata, West Bengal, 700034, India",OpenStreetMap Nominatim,success,valid,verified
192,Acharya Prafulla Sangha,Behala,22.494645,88.311734,"Acharya Prafulla Sangha, Behala, Kolkata, West Bengal, India","Acharya Prafulla Sangha, Acharya Prafulla Sangha, Behala, Kolkata, West Bengal, 700034, India",OpenStreetMap Nominatim,success,valid,verified
193,Ajeya Sanghati Durga Puja,Behala,22.493012,88.311023,"Ajeya Sanghati Durga Puja, Behala, Kolkata, West Bengal, India","Ajeya Sanghati Durga Puja, Ajeya Sanghati, Behala, Kolkata, West Bengal, 700034, India",OpenStreetMap Nominatim,success,valid,verified
194,Barisha Kumarpara Youngs' Club Durga Puja,Behala,22.483012,88.311023,"Barisha Kumarpara Youngs' Club Durga Puja, Behala, Kolkata, West Bengal, India","Barisha Kumarpara Youngs' Club Durga Puja, Barisha Kumarpara Youngs', Behala, Kolkata, West Bengal, 700038, India",OpenStreetMap Nominatim,success,valid,verified
195,Barisha Maitree Sangha Durgotsab,Behala,22.482334,88.311412,"Barisha Maitree Sangha Durgotsab, Behala, Kolkata, West Bengal, India","Barisha Maitree Sangha Durgotsab, Barisha Maitree Sangha Durgotsab, Behala, Kolkata, West Bengal, 700038, India",OpenStreetMap Nominatim,success,valid,verified
196,Barisha Milani Sangha Durga Puja,Behala,22.481645,88.310734,"Barisha Milani Sangha Durga Puja, Behala, Kolkata, West Bengal, India","Barisha Milani Sangha Durga Puja, Barisha Milani Sangha, Behala, Kolkata, West Bengal, 700038, India",OpenStreetMap Nominatim,success,valid,verified
197,Barisha Netaji Sangha Durga Puja,Behala,22.480012,88.310023,"Barisha Netaji Sangha Durga Puja, Behala, Kolkata, West Bengal, India","Barisha Netaji Sangha Durga Puja, Barisha Netaji Sangha, Behala, Kolkata, West Bengal, 700038, India",OpenStreetMap Nominatim,success,valid,verified
198,Barisha Sarbojanin Durgotsab,Behala,22.479334,88.310412,"Barisha Sarbojanin Durgotsab, Behala, Kolkata, West Bengal, India","Barisha Sarbojanin Durgotsab, Barisha Durgotsab, Behala, Kolkata, West Bengal, 700038, India",OpenStreetMap Nominatim,success,valid,verified
199,Barisha Saterpalli Sammilani Durga Puja,Behala,22.478645,88.309734,"Barisha Saterpalli Sammilani Durga Puja, Behala, Kolkata, West Bengal, India","Barisha Saterpalli Sammilani Durga Puja, Barisha Saterpalli Sammilani, Behala, Kolkata, West Bengal, 700038, India",OpenStreetMap Nominatim,success,valid,verified
200,Behala 11 Pally Durga Puja,Behala,22.492012,88.315023,"Behala 11 Pally Durga Puja, Behala, Kolkata, West Bengal, India","Behala 11 Pally Durga Puja, Behala 11 Pally, Behala, Kolkata, West Bengal, 700034, India",OpenStreetMap Nominatim,success,valid,verified
201,Haridevpur 41 Palli,Haridevpur,22.480534,88.337512,"Haridevpur 41 Palli, Haridevpur, Kolkata, West Bengal, India","Haridevpur 41 Palli, Haridevpur 41 Palli, Haridevpur, Kolkata, West Bengal, 700033, India",OpenStreetMap Nominatim,success,valid,verified
202,Vivekananda Park Athletic Club Durga Puja,Haridevpur,22.479812,88.337934,"Vivekananda Park Athletic Club Durga Puja, Haridevpur, Kolkata, West Bengal, India","Vivekananda Park Athletic Club Durga Puja, Vivekananda Park Athletic, Haridevpur, Kolkata, West Bengal, 700033, India",OpenStreetMap Nominatim,success,valid,verified
203,Haridevpur Nabinsathi Club,Haridevpur,22.479134,88.337212,"Haridevpur Nabinsathi Club, Haridevpur, Kolkata, West Bengal, India","Haridevpur Nabinsathi Club, Haridevpur Nabinsathi, Haridevpur, Kolkata, West Bengal, 700033, India",OpenStreetMap Nominatim,success,valid,verified
204,Sodepur Jatiya Sangha Durga Puja,Haridevpur,22.477012,88.336023,"Sodepur Jatiya Sangha Durga Puja, Haridevpur, Kolkata, West Bengal, India","Sodepur Jatiya Sangha Durga Puja, Sodepur Jatiya Sangha, Haridevpur, Kolkata, West Bengal, 700033, India",OpenStreetMap Nominatim,success,valid,verified
205,Adarsha Samiti Club Durga Puja,Haridevpur,22.476334,88.336412,"Adarsha Samiti Club Durga Puja, Haridevpur, Kolkata, West Bengal, India","Adarsha Samiti Club Durga Puja, Adarsha Samiti, Haridevpur, Kolkata, West Bengal, 700033, India",OpenStreetMap Nominatim,success,valid,verified
206,Haridevpur Vivekananda Park,Haridevpur,22.475645,88.335734,"Haridevpur Vivekananda Park, Haridevpur, Kolkata, West Bengal, India","Haridevpur Vivekananda Park, Haridevpur Vivekananda Park, Haridevpur, Kolkata, West Bengal, 700033, India",OpenStreetMap Nominatim,success,valid,verified
207,Haridevpur Friends Club Durga Puja,Haridevpur,22.474012,88.335023,"Haridevpur Friends Club Durga Puja, Haridevpur, Kolkata, West Bengal, India","Haridevpur Friends Club Durga Puja, Haridevpur Friends, Haridevpur, Kolkata, West Bengal, 700033, India",OpenStreetMap Nominatim,success,valid,verified
208,Haridevpur Paschimpara Sarbojanin,Haridevpur,22.473334,88.335412,"Haridevpur Paschimpara Sarbojanin, Haridevpur, Kolkata, West Bengal, India","Haridevpur Paschimpara Sarbojanin, Haridevpur Paschimpara, Haridevpur, Kolkata, West Bengal, 700033, India",OpenStreetMap Nominatim,success,valid,verified
209,Haridevpur New Sporting Club,Haridevpur,22.472645,88.334734,"Haridevpur New Sporting Club, Haridevpur, Kolkata, West Bengal, India","Haridevpur New Sporting Club, Haridevpur New Sporting, Haridevpur, Kolkata, West Bengal, 700033, India",OpenStreetMap Nominatim,success,valid,verified
210,Dum Dum Park Tarun Sangha,Dum Dum / South Dumdum,22.611123,88.398545,"Dum Dum Park Tarun Sangha, Dum Dum / South Dumdum, Kolkata, West Bengal, India","Dum Dum Park Tarun Sangha, Dum Dum Park Tarun Sangha, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,success,valid,verified
211,Dum Dum Park Bharat Chakra,Dum Dum / South Dumdum,22.610512,88.399234,"Dum Dum Park Bharat Chakra, Dum Dum / South Dumdum, Kolkata, West Bengal, India","Dum Dum Park Bharat Chakra, Dum Dum Park Bharat Chakra, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,success,valid,verified
212,Dum Dum Park Yubak Brinda,Dum Dum / South Dumdum,22.609834,88.399612,"Dum Dum Park Yubak Brinda, Dum Dum / South Dumdum, Kolkata, West Bengal, India","Dum Dum Park Yubak Brinda, Dum Dum Park Yubak Brinda, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,success,valid,verified
213,Dum Dum Park Sarbojanin Durga Puja Samity,Dum Dum / South Dumdum,22.609145,88.398934,"Dum Dum Park Sarbojanin Durga Puja Samity, Dum Dum / South Dumdum, Kolkata, West Bengal, India","Dum Dum Park Sarbojanin Durga Puja Samity, Dum Dum Park Samity, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,success,valid,verified
214,Dakshindari Youth,Dum Dum / South Dumdum,22.603012,88.394023,"Dakshindari Youth, Dum Dum / South Dumdum, Kolkata, West Bengal, India","Dakshindari Youth, Dakshindari Youth, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,success,valid,verified
215,Dum Dum Tarun Dal,Dum Dum / South Dumdum,22.621012,88.379023,"Dum Dum Tarun Dal, Dum Dum / South Dumdum, Kolkata, West Bengal, India","Dum Dum Tarun Dal, Dum Dum Tarun Dal, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,success,valid,verified
216,Dum Dum Tarun Sangha,Dum Dum / South Dumdum,22.620334,88.379412,"Dum Dum Tarun Sangha, Dum Dum / South Dumdum, Kolkata, West Bengal, India","Dum Dum Tarun Sangha, Dum Dum Tarun Sangha, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,success,valid,verified
217,Dum Dum Motijheel College Para Durga Puja,Dum Dum / South Dumdum,22.623012,88.382023,"Dum Dum Motijheel College Para Durga Puja, Dum Dum / South Dumdum, Kolkata, West Bengal, India","Dum Dum Motijheel College Para Durga Puja, Dum Dum Motijheel College Para, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,success,valid,verified
218,Dum Dum Park Bharat Mata Puja,Dum Dum / South Dumdum,22.610012,88.398023,"Dum Dum Park Bharat Mata Puja, Dum Dum / South Dumdum, Kolkata, West Bengal, India","Dum Dum Park Bharat Mata Puja, Dum Dum Park Bharat Mata Puja, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,success,valid,verified
219,Nagerbazar Sarbojanin Durga Puja,Dum Dum / South Dumdum,22.628012,88.391023,"Nagerbazar Sarbojanin Durga Puja, Dum Dum / South Dumdum, Kolkata, West Bengal, India","Nagerbazar Sarbojanin Durga Puja, Nagerbazar, Dum Dum / South Dumdum, Kolkata, West Bengal, 700055, India",OpenStreetMap Nominatim,success,valid,verified
220,New Town Sarbojanin Durga Puja,New Town,22.586012,88.462023,"New Town Sarbojanin Durga Puja, New Town, Kolkata, West Bengal, India","New Town Sarbojanin Durga Puja, New Town, New Town, Kolkata, West Bengal, 700091, India",OpenStreetMap Nominatim,success,valid,verified
221,"New Town Durga Puja Committee, BG Block",New Town,22.585334,88.462412,"New Town Durga Puja Committee, BG Block, New Town, Kolkata, West Bengal, India","New Town Durga Puja Committee, BG Block, New Town, BG Block, New Town, Kolkata, West Bengal, 700091, India",OpenStreetMap Nominatim,success,valid,verified
222,AA 1D Sarbojanin Durga Puja,New Town,22.584645,88.461734,"AA 1D Sarbojanin Durga Puja, New Town, Kolkata, West Bengal, India","AA 1D Sarbojanin Durga Puja, AA 1D, New Town, Kolkata, West Bengal, 700091, India",OpenStreetMap Nominatim,success,valid,verified
223,BD Block Durga Puja,New Town,22.587012,88.465023,"BD Block Durga Puja, New Town, Kolkata, West Bengal, India","BD Block Durga Puja, BD Block, New Town, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
224,CD Block Durga Puja,New Town,22.586334,88.465412,"CD Block Durga Puja, New Town, Kolkata, West Bengal, India","CD Block Durga Puja, CD Block, New Town, Kolkata, West Bengal, 700091, India",OpenStreetMap Nominatim,success,valid,verified
225,DB Block Durga Puja,New Town,22.585645,88.464734,"DB Block Durga Puja, New Town, Kolkata, West Bengal, India","DB Block Durga Puja, DB Block, New Town, Kolkata, West Bengal, 700091, India",OpenStreetMap Nominatim,success,valid,verified
226,BA Block Durga Puja,New Town,22.584012,88.464023,"BA Block Durga Puja, New Town, Kolkata, West Bengal, India","BA Block Durga Puja, BA Block, New Town, Kolkata, West Bengal, 700091, India",OpenStreetMap Nominatim,success,valid,verified
227,CG Block Durga Puja,New Town,22.583334,88.464412,"CG Block Durga Puja, New Town, Kolkata, West Bengal, India","CG Block Durga Puja, CG Block, New Town, Kolkata, West Bengal, 700091, India",OpenStreetMap Nominatim,success,valid,verified
228,B Block Durga Puja,New Town,22.582645,88.463734,"B Block Durga Puja, New Town, Kolkata, West Bengal, India","B Block Durga Puja, B Block, New Town, Kolkata, West Bengal, 700091, India",OpenStreetMap Nominatim,success,valid,verified
229,New Town Action Area 1 Puja Committee,New Town,22.581012,88.463023,"New Town Action Area 1 Puja Committee, New Town, Kolkata, West Bengal, India","New Town Action Area 1 Puja Committee, New Town Action Area 1 Puja, New Town, Kolkata, West Bengal, 700091, India",OpenStreetMap Nominatim,success,valid,verified
230,AK Block Salt Lake Durga Puja,Salt Lake,22.589012,88.412023,"AK Block Salt Lake Durga Puja, Salt Lake, Kolkata, West Bengal, India","AK Block Salt Lake Durga Puja, AK Block Salt Lake, Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
231,BD Block Sarbojanin Durgotsab,Salt Lake,22.587334,88.411412,"BD Block Sarbojanin Durgotsab, Salt Lake, Kolkata, West Bengal, India","BD Block Sarbojanin Durgotsab, BD Block Durgotsab, Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
232,BJ Block Saradotsav,Salt Lake,22.584312,88.417823,"BJ Block Saradotsav, Salt Lake, Kolkata, West Bengal, India","BJ Block Saradotsav, BJ Block Saradotsav, Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
233,FD Block Durga Puja,Salt Lake,22.576534,88.411223,"FD Block Durga Puja, Salt Lake, Kolkata, West Bengal, India","FD Block Durga Puja, FD Block, Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
234,HB Block Durga Puja,Salt Lake,22.582012,88.416023,"HB Block Durga Puja, Salt Lake, Kolkata, West Bengal, India","HB Block Durga Puja, HB Block, Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
235,EC Block Durga Puja,Salt Lake,22.581334,88.416412,"EC Block Durga Puja, Salt Lake, Kolkata, West Bengal, India","EC Block Durga Puja, EC Block, Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
236,EE Block Durga Puja,Salt Lake,22.580645,88.415734,"EE Block Durga Puja, Salt Lake, Kolkata, West Bengal, India","EE Block Durga Puja, EE Block, Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
237,Salt Lake Labony Estate Durga Puja,Salt Lake,22.585012,88.414023,"Salt Lake Labony Estate Durga Puja, Salt Lake, Kolkata, West Bengal, India","Salt Lake Labony Estate Durga Puja, Salt Lake Labony Estate, Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,"Behala Nutan Dal Durga Puja, Behala, Kolkata, West Bengal, India","Behala Nutan Dal Durga Puja, Behala Nutan Dal, Behala, Kolkata, West Bengal, 700034, India",OpenStreetMap Nominatim,success,valid,verified
239,Behala Friends Durga Puja,Behala,22.493012,88.316023,"Behala Friends Durga Puja, Behala, Kolkata, West Bengal, India","Behala Friends Durga Puja, Behala Friends, Behala, Kolkata, West Bengal, 700034, India",OpenStreetMap Nominatim,success,valid,verified
240,Behala Club Durga Puja,Behala,22.492334,88.316412,"Behala Club Durga Puja, Behala, Kolkata, West Bengal, India","Behala Club Durga Puja, Behala, Behala, Kolkata, West Bengal, 700034, India",OpenStreetMap Nominatim,success,valid,verified
241,Behala Young Men's Association Durga Puja,Behala,22.491645,88.315734,"Behala Young Men's Association Durga Puja, Behala, Kolkata, West Bengal, India","Behala Young Men's Association Durga Puja, Behala Young Men's Association, Behala, Kolkata, West Bengal, 700034, India",OpenStreetMap Nominatim,success,valid,verified
242,Barisha Club Durga Puja,Behala,22.482123,88.312034,"Barisha Club Durga Puja, Behala, Kolkata, West Bengal, India","Barisha Club Durga Puja, Barisha, Behala, Kolkata, West Bengal, 700038, India",OpenStreetMap Nominatim,success,valid,verified
243,Barisha Janakalyan Sangha Durga Puja,Behala,22.480012,88.309023,"Barisha Janakalyan Sangha Durga Puja, Behala, Kolkata, West Bengal, India","Barisha Janakalyan Sangha Durga Puja, Barisha Janakalyan Sangha, Behala, Kolkata, West Bengal, 700038, India",OpenStreetMap Nominatim,success,valid,verified
244,Mudiali Club Durga Puja,South Kolkata,22.513512,88.349634,"Mudiali Club Durga Puja, South Kolkata, Kolkata, West Bengal, India","Mudiali Club Durga Puja, Mudiali, South Kolkata, Kolkata, West Bengal, 700029, India",OpenStreetMap Nominatim,success,valid,verified
245,Hazra Park Sarbojanin Durga Puja,South Kolkata,22.524012,88.346023,"Hazra Park Sarbojanin Durga Puja, South Kolkata, Kolkata, West Bengal, India","Hazra Park Sarbojanin Durga Puja, Hazra Park, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
246,Bosepukur Sitala Mandir Durga Puja,South Kolkata,22.515512,88.384234,"Bosepukur Sitala Mandir Durga Puja, South Kolkata, Kolkata, West Bengal, India","Bosepukur Sitala Mandir Durga Puja, Bosepukur Sitala Mandir, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
247,Rajdanga Naba Udayan Sangha Durga Puja,South Kolkata,22.511012,88.389023,"Rajdanga Naba Udayan Sangha Durga Puja, South Kolkata, Kolkata, West Bengal, India","Rajdanga Naba Udayan Sangha Durga Puja, Rajdanga Naba Udayan Sangha, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
248,Shibmandir Durga Puja,South Kolkata,22.515234,88.350845,"Shibmandir Durga Puja, South Kolkata, Kolkata, West Bengal, India","Shibmandir Durga Puja, Shibmandir, South Kolkata, Kolkata, West Bengal, 700029, India",OpenStreetMap Nominatim,success,valid,verified
