pandal_id,pandal_name,eatery_name,clean_name,cuisine_type,distance_m,distance_km,budget_for_two_inr,best_recommended_item,eatery_latitude,eatery_longitude
103,Kheyali Sangha Durga Puja,Koshe Kosha (Near Kheyali Sangha Durga Puja),Koshe Kosha,Authentic Bengali,820,0.82,700,Kosha Mangsho with Luchi,22.516542,88.366978
103,Kheyali Sangha Durga Puja,Oudh 1590 (Near Kheyali Sangha Durga Puja),Oudh 1590,Awadhi Dining,950,0.95,1000,Raan Biryani & Galawati Kebab,22.5101,88.369332
104,Khidderpore Sarbojanin Durgotsab,Ganguram Sweets (Near Khidderpore Sarbojanin Durgotsab),Ganguram Sweets,Sweet Corner,630,0.63,180,Mishti Doi & Kesar Radhaballavi,22.532607,88.322083
104,Khidderpore Sarbojanin Durgotsab,Banana Leaf (Near Khidderpore Sarbojanin Durgotsab),Banana Leaf,South Indian,700,0.7,350,Ghee Roast Masala Dosa & Filter Coffee,22.543595,88.320813
104,Khidderpore Sarbojanin Durgotsab,Bijoli Grill (Near Khidderpore Sarbojanin Durgotsab),Bijoli Grill,Bengali Seafood & Snacks,750,0.75,500,Bhetki Fish Batter Fry & Prawn Cutlet,22.542937,88.319007
105,Khidderpur 75 Pally Sarbojanin Durgotsab Committee,Bar-B-Q (Near Khidderpur 75 Pally Sarbojanin Durgotsab Committee),Bar-B-Q,Classic Chinese,680,0.68,1200,Peking Duck & Crispy Chilli Pork,22.538778,88.317983
105,Khidderpur 75 Pally Sarbojanin Durgotsab Committee,Ganguram Sweets (Near Khidderpur 75 Pally Sarbojanin Durgotsab Committee),Ganguram Sweets,Sweet Corner,640,0.64,180,Mishti Doi & Kesar Radhaballavi,22.543121,88.324512
106,Kidderpore Jubaghosthi Durga Puja,Banana Leaf (Near Kidderpore Jubaghosthi Durga Puja),Banana Leaf,South Indian,770,0.77,350,Ghee Roast Masala Dosa & Filter Coffee,22.532726,88.329925
106,Kidderpore Jubaghosthi Durga Puja,Arsalan (Near Kidderpore Jubaghosthi Durga Puja),Arsalan,Mughlai,770,0.77,750,Mutton Special Biryani & Firni,22.529939,88.321716
106,Kidderpore Jubaghosthi Durga Puja,Bijoli Grill (Near Kidderpore Jubaghosthi Durga Puja),Bijoli Grill,Bengali Seafood & Snacks,730,0.73,500,Bhetki Fish Batter Fry & Prawn Cutlet,22.533768,88.330124
107,Kidderpore Pally Saradiya Durga Puja,Bijoli Grill (Near Kidderpore Pally Saradiya Durga Puja),Bijoli Grill,Bengali Seafood & Snacks,630,0.63,500,Bhetki Fish Batter Fry & Prawn Cutlet,22.535923,88.316975
107,Kidderpore Pally Saradiya Durga Puja,Roastery Coffee House (Near Kidderpore Pally Saradiya Durga Puja),Roastery Coffee House,Cafe & Continental,540,0.54,800,Cranberry Cold Brew & Mac and Cheese,22.53485,88.317774
108,Lake Gardens Peoples Association Durga Puja,Roastery Coffee House (Near Lake Gardens Peoples Association Durga Puja),Roastery Coffee House,Cafe & Continental,960,0.96,800,Cranberry Cold Brew & Mac and Cheese,22.513103,88.364675
108,Lake Gardens Peoples Association Durga Puja,Arsalan (Near Lake Gardens Peoples Association Durga Puja),Arsalan,Mughlai,960,0.96,750,Mutton Special Biryani & Firni,22.502734,88.366146
108,Lake Gardens Peoples Association Durga Puja,Bijoli Grill (Near Lake Gardens Peoples Association Durga Puja),Bijoli Grill,Bengali Seafood & Snacks,570,0.57,500,Bhetki Fish Batter Fry & Prawn Cutlet,22.509911,88.35344
109,Lake Youth Corner Durga Puja,Chowman (Near Lake Youth Corner Durga Puja),Chowman,Chinese,530,0.53,700,Kolkata Style Chilli Chicken & Fried Rice,22.509292,88.362467
109,Lake Youth Corner Durga Puja,Koshe Kosha (Near Lake Youth Corner Durga Puja),Koshe Kosha,Authentic Bengali,920,0.92,700,Kosha Mangsho with Luchi,22.514506,88.356733
110,Mahamayatala Sarbojanin Durgotsab,Banana Leaf (Near Mahamayatala Sarbojanin Durgotsab),Banana Leaf,South Indian,680,0.68,350,Ghee Roast Masala Dosa & Filter Coffee,22.451846,88.374837
110,Mahamayatala Sarbojanin Durgotsab,Bar-B-Q (Near Mahamayatala Sarbojanin Durgotsab),Bar-B-Q,Classic Chinese,820,0.82,1200,Peking Duck & Crispy Chilli Pork,22.458437,88.374627
111,Megacity Residents Puja Committee,Bhojohori Manna (Near Megacity Residents Puja Committee),Bhojohori Manna,Traditional Bengali,770,0.77,750,"Ilish Bhapa, Kosha Mangsho & Basanti Pulao",22.44586,88.379987
111,Megacity Residents Puja Committee,Banana Leaf (Near Megacity Residents Puja Committee),Banana Leaf,South Indian,630,0.63,350,Ghee Roast Masala Dosa & Filter Coffee,22.44873,88.379412
111,Megacity Residents Puja Committee,Ganguram Sweets (Near Megacity Residents Puja Committee),Ganguram Sweets,Sweet Corner,650,0.65,180,Mishti Doi & Kesar Radhaballavi,22.451841,88.391278
112,Mohila Mahal Club Durga Puja,Ganguram Sweets (Near Mohila Mahal Club Durga Puja),Ganguram Sweets,Sweet Corner,870,0.87,180,Mishti Doi & Kesar Radhaballavi,22.508764,88.346916
112,Mohila Mahal Club Durga Puja,Oudh 1590 (Near Mohila Mahal Club Durga Puja),Oudh 1590,Awadhi Dining,570,0.57,1000,Raan Biryani & Galawati Kebab,22.513598,88.359818
113,Monohar Pukur Baisakhi Sangha,6 Ballygunge Place (Near Monohar Pukur Baisakhi Sangha),6 Ballygunge Place,Heritage Bengali,890,0.89,1100,Dab Chingri & Kosha Mangsho,22.515846,88.365358
113,Monohar Pukur Baisakhi Sangha,Kasturi Restaurant (Near Monohar Pukur Baisakhi Sangha),Kasturi Restaurant,Dhakai Bangladeshi Bengali,690,0.69,650,Kochu Pata Diye Chingri Bhapa & Dhakai Mangsho,22.521819,88.36234
113,Monohar Pukur Baisakhi Sangha,Bedwin (Near Monohar Pukur Baisakhi Sangha),Bedwin,Fast Food Roll Corner,760,0.76,200,Kathi Chicken Egg Roll,22.51172,88.354048
114,Mudiali Club Sarbojanin Durga Puja,Bedwin (Near Mudiali Club Sarbojanin Durga Puja),Bedwin,Fast Food Roll Corner,560,0.56,200,Kathi Chicken Egg Roll,22.516998,88.345684
114,Mudiali Club Sarbojanin Durga Puja,Chowman (Near Mudiali Club Sarbojanin Durga Puja),Chowman,Chinese,810,0.81,700,Kolkata Style Chilli Chicken & Fried Rice,22.513934,88.357498
115,N.S.C. Sports Club Durga Puja,Bijoli Grill (Near N.S.C. Sports Club Durga Puja),Bijoli Grill,Bengali Seafood & Snacks,810,0.81,500,Bhetki Fish Batter Fry & Prawn Cutlet,22.502922,88.352002
115,N.S.C. Sports Club Durga Puja,Koshe Kosha (Near N.S.C. Sports Club Durga Puja),Koshe Kosha,Authentic Bengali,830,0.83,700,Kosha Mangsho with Luchi,22.516054,88.345234
116,Naktala Udayan Sangha Durga Puja,Saptapadi (Near Naktala Udayan Sangha Durga Puja),Saptapadi,Bengali Fusion,720,0.72,800,Kacha Lonka Mangsho & Pulao Thali,22.469033,88.370198
116,Naktala Udayan Sangha Durga Puja,Bedwin (Near Naktala Udayan Sangha Durga Puja),Bedwin,Fast Food Roll Corner,790,0.79,200,Kathi Chicken Egg Roll,22.468121,88.358538
116,Naktala Udayan Sangha Durga Puja,Kasturi Restaurant (Near Naktala Udayan Sangha Durga Puja),Kasturi Restaurant,Dhakai Bangladeshi Bengali,720,0.72,650,Kochu Pata Diye Chingri Bhapa & Dhakai Mangsho,22.472708,88.371422
117,Naskarpara Sarbojanin Durgotsav,Campari (Near Naskarpara Sarbojanin Durgotsav),Campari,Snack & Cutlet Joint,740,0.74,250,Fish Fry with Kasundi & Mutton Roll,22.469549,88.373193
117,Naskarpara Sarbojanin Durgotsav,Roastery Coffee House (Near Naskarpara Sarbojanin Durgotsav),Roastery Coffee House,Cafe & Continental,780,0.78,800,Cranberry Cold Brew & Mac and Cheese,22.462723,88.362589
117,Naskarpara Sarbojanin Durgotsav,Ganguram Sweets (Near Naskarpara Sarbojanin Durgotsav),Ganguram Sweets,Sweet Corner,980,0.98,180,Mishti Doi & Kesar Radhaballavi,22.466527,88.375168
118,New Alipore Suruchi Sangha Durga Puja,Bar-B-Q (Near New Alipore Suruchi Sangha Durga Puja),Bar-B-Q,Classic Chinese,920,0.92,1200,Peking Duck & Crispy Chilli Pork,22.518817,88.322018
118,New Alipore Suruchi Sangha Durga Puja,6 Ballygunge Place (Near New Alipore Suruchi Sangha Durga Puja),6 Ballygunge Place,Heritage Bengali,970,0.97,1100,Dab Chingri & Kosha Mangsho,22.52477,88.3258
118,New Alipore Suruchi Sangha Durga Puja,Saptapadi (Near New Alipore Suruchi Sangha Durga Puja),Saptapadi,Bengali Fusion,860,0.86,800,Kacha Lonka Mangsho & Pulao Thali,22.521213,88.323567
119,New Santoshpur Adi Durgotsab,Bijoli Grill (Near New Santoshpur Adi Durgotsab),Bijoli Grill,Bengali Seafood & Snacks,810,0.81,500,Bhetki Fish Batter Fry & Prawn Cutlet,22.4867,88.3726
119,New Santoshpur Adi Durgotsab,The Yellow Turtle (Near New Santoshpur Adi Durgotsab),The Yellow Turtle,Pan-Asian,830,0.83,850,Dim Sums & Hakka Noodles,22.490648,88.370087
119,New Santoshpur Adi Durgotsab,Oudh 1590 (Near New Santoshpur Adi Durgotsab),Oudh 1590,Awadhi Dining,820,0.82,1000,Raan Biryani & Galawati Kebab,22.49592,88.371247
120,Paddapukur Barwari Samity,Kasturi Restaurant (Near Paddapukur Barwari Samity),Kasturi Restaurant,Dhakai Bangladeshi Bengali,880,0.88,650,Kochu Pata Diye Chingri Bhapa & Dhakai Mangsho,22.540796,88.352804
120,Paddapukur Barwari Samity,Saptapadi (Near Paddapukur Barwari Samity),Saptapadi,Bengali Fusion,690,0.69,800,Kacha Lonka Mangsho & Pulao Thali,22.537243,88.355955
121,Paddapukur Youth Association Durga Puja,Bhojohori Manna (Near Paddapukur Youth Association Durga Puja),Bhojohori Manna,Traditional Bengali,610,0.61,750,"Ilish Bhapa, Kosha Mangsho & Basanti Pulao",22.533589,88.345635
121,Paddapukur Youth Association Durga Puja,Ganguram Sweets (Near Paddapukur Youth Association Durga Puja),Ganguram Sweets,Sweet Corner,920,0.92,180,Mishti Doi & Kesar Radhaballavi,22.526798,88.358092
121,Paddapukur Youth Association Durga Puja,Balaram Mullick & Radharaman Mullick (Near Paddapukur Youth Association Durga Puja),Balaram Mullick & Radharaman Mullick,Iconic Mishti,750,0.75,250,Baked Rosogolla & Mango Sandesh,22.531377,88.358633
122,Pally Mangal Samity,Bar-B-Q (Near Pally Mangal Samity),Bar-B-Q,Classic Chinese,960,0.96,1200,Peking Duck & Crispy Chilli Pork,22.529215,88.359697
122,Pally Mangal Samity,Banana Leaf (Near Pally Mangal Samity),Banana Leaf,South Indian,920,0.92,350,Ghee Roast Masala Dosa & Filter Coffee,22.534426,88.342301
123,Panchanna Gram Adhibasibrinda,Balaram Mullick & Radharaman Mullick (Near Panchanna Gram Adhibasibrinda),Balaram Mullick & Radharaman Mullick,Iconic Mishti,960,0.96,250,Baked Rosogolla & Mango Sandesh,22.513552,88.383836
123,Panchanna Gram Adhibasibrinda,Arsalan (Near Panchanna Gram Adhibasibrinda),Arsalan,Mughlai,850,0.85,750,Mutton Special Biryani & Firni,22.515638,88.389984
123,Panchanna Gram Adhibasibrinda,Roastery Coffee House (Near Panchanna Gram Adhibasibrinda),Roastery Coffee House,Cafe & Continental,960,0.96,800,Cranberry Cold Brew & Mac and Cheese,22.510932,88.382232
124,Paschim Putiary Sarbojanin Nabo Durgotsav,Balaram Mullick & Radharaman Mullick (Near Paschim Putiary Sarbojanin Nabo Durgotsav),Balaram Mullick & Radharaman Mullick,Iconic Mishti,640,0.64,250,Baked Rosogolla & Mango Sandesh,22.477141,88.352383
124,Paschim Putiary Sarbojanin Nabo Durgotsav,Roastery Coffee House (Near Paschim Putiary Sarbojanin Nabo Durgotsav),Roastery Coffee House,Cafe & Continental,690,0.69,800,Cranberry Cold Brew & Mac and Cheese,22.472973,88.341315
124,Paschim Putiary Sarbojanin Nabo Durgotsav,6 Ballygunge Place (Near Paschim Putiary Sarbojanin Nabo Durgotsav),6 Ballygunge Place,Heritage Bengali,640,0.64,1100,Dab Chingri & Kosha Mangsho,22.468767,88.352253
125,Patuli Sarbojanin Durgotsab,Oudh 1590 (Near Patuli Sarbojanin Durgotsab),Oudh 1590,Awadhi Dining,530,0.53,1000,Raan Biryani & Galawati Kebab,22.471592,88.378597
125,Patuli Sarbojanin Durgotsab,Bijoli Grill (Near Patuli Sarbojanin Durgotsab),Bijoli Grill,Bengali Seafood & Snacks,780,0.78,500,Bhetki Fish Batter Fry & Prawn Cutlet,22.47409,88.378174
125,Patuli Sarbojanin Durgotsab,Banana Leaf (Near Patuli Sarbojanin Durgotsab),Banana Leaf,South Indian,620,0.62,350,Ghee Roast Masala Dosa & Filter Coffee,22.473183,88.384355
126,Peyarabagan Sarbojanin Durgotsab,Saptapadi (Near Peyarabagan Sarbojanin Durgotsab),Saptapadi,Bengali Fusion,580,0.58,800,Kacha Lonka Mangsho & Pulao Thali,22.519961,88.361155
126,Peyarabagan Sarbojanin Durgotsab,Ganguram Sweets (Near Peyarabagan Sarbojanin Durgotsab),Ganguram Sweets,Sweet Corner,660,0.66,180,Mishti Doi & Kesar Radhaballavi,22.50905,88.36332
126,Peyarabagan Sarbojanin Durgotsab,Kasturi Restaurant (Near Peyarabagan Sarbojanin Durgotsab),Kasturi Restaurant,Dhakai Bangladeshi Bengali,560,0.56,650,Kochu Pata Diye Chingri Bhapa & Dhakai Mangsho,22.518858,88.35948
127,Picnic Sunrise Club,Roastery Coffee House (Near Picnic Sunrise Club),Roastery Coffee House,Cafe & Continental,690,0.69,800,Cranberry Cold Brew & Mac and Cheese,22.519939,88.385925
127,Picnic Sunrise Club,Koshe Kosha (Near Picnic Sunrise Club),Koshe Kosha,Authentic Bengali,840,0.84,700,Kosha Mangsho with Luchi,22.506656,88.385982
128,Pragati Sangha Durga Puja,Ganguram Sweets (Near Pragati Sangha Durga Puja),Ganguram Sweets,Sweet Corner,900,0.9,180,Mishti Doi & Kesar Radhaballavi,22.507251,88.382597
128,Pragati Sangha Durga Puja,Oudh 1590 (Near Pragati Sangha Durga Puja),Oudh 1590,Awadhi Dining,950,0.95,1000,Raan Biryani & Galawati Kebab,22.511738,88.397489
129,Pragati Sangha Durgotsab Committee,Campari (Near Pragati Sangha Durgotsab Committee),Campari,Snack & Cutlet Joint,960,0.96,250,Fish Fry with Kasundi & Mutton Roll,22.517986,88.380374
129,Pragati Sangha Durgotsab Committee,Koshe Kosha (Near Pragati Sangha Durgotsab Committee),Koshe Kosha,Authentic Bengali,570,0.57,700,Kosha Mangsho with Luchi,22.510618,88.382638
129,Pragati Sangha Durgotsab Committee,Bijoli Grill (Near Pragati Sangha Durgotsab Committee),Bijoli Grill,Bengali Seafood & Snacks,770,0.77,500,Bhetki Fish Batter Fry & Prawn Cutlet,22.519541,88.386695
130,Purbachal Residents Sarbojanin Durgotsav,Kasturi Restaurant (Near Purbachal Residents Sarbojanin Durgotsav),Kasturi Restaurant,Dhakai Bangladeshi Bengali,610,0.61,650,Kochu Pata Diye Chingri Bhapa & Dhakai Mangsho,22.481982,88.382141
130,Purbachal Residents Sarbojanin Durgotsav,Roastery Coffee House (Near Purbachal Residents Sarbojanin Durgotsav),Roastery Coffee House,Cafe & Continental,910,0.91,800,Cranberry Cold Brew & Mac and Cheese,22.470113,88.380506
130,Purbachal Residents Sarbojanin Durgotsav,Arsalan (Near Purbachal Residents Sarbojanin Durgotsav),Arsalan,Mughlai,820,0.82,750,Mutton Special Biryani & Firni,22.473346,88.371827
131,Putiary Sarbojanin Durgotsab Committee,Kasturi Restaurant (Near Putiary Sarbojanin Durgotsab Committee),Kasturi Restaurant,Dhakai Bangladeshi Bengali,630,0.63,650,Kochu Pata Diye Chingri Bhapa & Dhakai Mangsho,22.476017,88.351379
131,Putiary Sarbojanin Durgotsab Committee,Bhojohori Manna (Near Putiary Sarbojanin Durgotsab Committee),Bhojohori Manna,Traditional Bengali,780,0.78,750,"Ilish Bhapa, Kosha Mangsho & Basanti Pulao",22.478421,88.350191
132,Ramgarh Satapally Sarbojanin Durgotsav Committee,Campari (Near Ramgarh Satapally Sarbojanin Durgotsav Committee),Campari,Snack & Cutlet Joint,670,0.67,250,Fish Fry with Kasundi & Mutton Roll,22.484648,88.377233
132,Ramgarh Satapally Sarbojanin Durgotsav Committee,Bijoli Grill (Near Ramgarh Satapally Sarbojanin Durgotsav Committee),Bijoli Grill,Bengali Seafood & Snacks,940,0.94,500,Bhetki Fish Batter Fry & Prawn Cutlet,22.489421,88.372184
133,Rashbehari Suhrid Sangha,Arsalan (Near Rashbehari Suhrid Sangha),Arsalan,Mughlai,890,0.89,750,Mutton Special Biryani & Firni,22.524216,88.356537
133,Rashbehari Suhrid Sangha,Bar-B-Q (Near Rashbehari Suhrid Sangha),Bar-B-Q,Classic Chinese,920,0.92,1200,Peking Duck & Crispy Chilli Pork,22.523638,88.357614
134,Russa Madhyapally Sarbojanin Durgotsav,Bijoli Grill (Near Russa Madhyapally Sarbojanin Durgotsav),Bijoli Grill,Bengali Seafood & Snacks,600,0.6,500,Bhetki Fish Batter Fry & Prawn Cutlet,22.498147,88.354909
134,Russa Madhyapally Sarbojanin Durgotsav,Bhojohori Manna (Near Russa Madhyapally Sarbojanin Durgotsav),Bhojohori Manna,Traditional Bengali,860,0.86,750,"Ilish Bhapa, Kosha Mangsho & Basanti Pulao",22.485339,88.351659
134,Russa Madhyapally Sarbojanin Durgotsav,6 Ballygunge Place (Near Russa Madhyapally Sarbojanin Durgotsav),6 Ballygunge Place,Heritage Bengali,860,0.86,1100,Dab Chingri & Kosha Mangsho,22.485321,88.354266
135,Sahapur Suhrid Sangha Durga Puja Committee,Chowman (Near Sahapur Suhrid Sangha Durga Puja Committee),Chowman,Chinese,750,0.75,700,Kolkata Style Chilli Chicken & Fried Rice,22.5094,88.325571
135,Sahapur Suhrid Sangha Durga Puja Committee,Oudh 1590 (Near Sahapur Suhrid Sangha Durga Puja Committee),Oudh 1590,Awadhi Dining,540,0.54,1000,Raan Biryani & Galawati Kebab,22.504024,88.322886
135,Sahapur Suhrid Sangha Durga Puja Committee,Bijoli Grill (Near Sahapur Suhrid Sangha Durga Puja Committee),Bijoli Grill,Bengali Seafood & Snacks,930,0.93,500,Bhetki Fish Batter Fry & Prawn Cutlet,22.494767,88.326821
136,Sammilani Durga Puja,6 Ballygunge Place (Near Sammilani Durga Puja),6 Ballygunge Place,Heritage Bengali,910,0.91,1100,Dab Chingri & Kosha Mangsho,22.494972,88.332366
136,Sammilani Durga Puja,Kasturi Restaurant (Near Sammilani Durga Puja),Kasturi Restaurant,Dhakai Bangladeshi Bengali,570,0.57,650,Kochu Pata Diye Chingri Bhapa & Dhakai Mangsho,22.501128,88.323024
136,Sammilani Durga Puja,Bijoli Grill (Near Sammilani Durga Puja),Bijoli Grill,Bengali Seafood & Snacks,720,0.72,500,Bhetki Fish Batter Fry & Prawn Cutlet,22.507584,88.324271
137,Sanghasree Kalighat Durga Puja,Arsalan (Near Sanghasree Kalighat Durga Puja),Arsalan,Mughlai,650,0.65,750,Mutton Special Biryani & Firni,22.518072,88.342332
137,Sanghasree Kalighat Durga Puja,Balaram Mullick & Radharaman Mullick (Near Sanghasree Kalighat Durga Puja),Balaram Mullick & Radharaman Mullick,Iconic Mishti,770,0.77,250,Baked Rosogolla & Mango Sandesh,22.518843,88.353691
137,Sanghasree Kalighat Durga Puja,Banana Leaf (Near Sanghasree Kalighat Durga Puja),Banana Leaf,South Indian,990,0.99,350,Ghee Roast Masala Dosa & Filter Coffee,22.513312,88.345204
138,Santoshpur Avenue South,Chowman (Near Santoshpur Avenue South),Chowman,Chinese,880,0.88,700,Kolkata Style Chilli Chicken & Fried Rice,22.501001,88.381658
138,Santoshpur Avenue South,Ganguram Sweets (Near Santoshpur Avenue South),Ganguram Sweets,Sweet Corner,820,0.82,180,Mishti Doi & Kesar Radhaballavi,22.500344,88.370482
138,Santoshpur Avenue South,Kasturi Restaurant (Near Santoshpur Avenue South),Kasturi Restaurant,Dhakai Bangladeshi Bengali,770,0.77,650,Kochu Pata Diye Chingri Bhapa & Dhakai Mangsho,22.499633,88.370423
139,Santoshpur Lake Pally Durga Puja,Koshe Kosha (Near Santoshpur Lake Pally Durga Puja),Koshe Kosha,Authentic Bengali,680,0.68,700,Kosha Mangsho with Luchi,22.488445,88.378316
139,Santoshpur Lake Pally Durga Puja,Bijoli Grill (Near Santoshpur Lake Pally Durga Puja),Bijoli Grill,Bengali Seafood & Snacks,710,0.71,500,Bhetki Fish Batter Fry & Prawn Cutlet,22.499643,88.380295
139,Santoshpur Lake Pally Durga Puja,Campari (Near Santoshpur Lake Pally Durga Puja),Campari,Snack & Cutlet Joint,720,0.72,250,Fish Fry with Kasundi & Mutton Roll,22.491023,88.370384
140,Santoshpur Trikon Park Durgotsab,Arsalan (Near Santoshpur Trikon Park Durgotsab),Arsalan,Mughlai,560,0.56,750,Mutton Special Biryani & Firni,22.497998,88.378516
140,Santoshpur Trikon Park Durgotsab,Banana Leaf (Near Santoshpur Trikon Park Durgotsab),Banana Leaf,South Indian,720,0.72,350,Ghee Roast Masala Dosa & Filter Coffee,22.493424,88.368738
140,Santoshpur Trikon Park Durgotsab,Kasturi Restaurant (Near Santoshpur Trikon Park Durgotsab),Kasturi Restaurant,Dhakai Bangladeshi Bengali,690,0.69,650,Kochu Pata Diye Chingri Bhapa & Dhakai Mangsho,22.497913,88.380628
141,Shibmandir Sarbojanin Durgotsab Samiti,Bhojohori Manna (Near Shibmandir Sarbojanin Durgotsab Samiti),Bhojohori Manna,Traditional Bengali,710,0.71,750,"Ilish Bhapa, Kosha Mangsho & Basanti Pulao",22.519734,88.34592
141,Shibmandir Sarbojanin Durgotsab Samiti,Oudh 1590 (Near Shibmandir Sarbojanin Durgotsab Samiti),Oudh 1590,Awadhi Dining,950,0.95,1000,Raan Biryani & Galawati Kebab,22.50763,88.355145
142,Singhi Park Sarbojanin Durga Puja,Saptapadi (Near Singhi Park Sarbojanin Durga Puja),Saptapadi,Bengali Fusion,680,0.68,800,Kacha Lonka Mangsho & Pulao Thali,22.513896,88.362302
142,Singhi Park Sarbojanin Durga Puja,Chowman (Near Singhi Park Sarbojanin Durga Puja),Chowman,Chinese,620,0.62,700,Kolkata Style Chilli Chicken & Fried Rice,22.516222,88.360389
143,Sonarpur Sarbojanin Durgotsav Puja Committee,Oudh 1590 (Near Sonarpur Sarbojanin Durgotsav Puja Committee),Oudh 1590,Awadhi Dining,910,0.91,1000,Raan Biryani & Galawati Kebab,22.437471,88.434562
143,Sonarpur Sarbojanin Durgotsav Puja Committee,The Yellow Turtle (Near Sonarpur Sarbojanin Durgotsav Puja Committee),The Yellow Turtle,Pan-Asian,870,0.87,850,Dim Sums & Hakka Noodles,22.435981,88.424227
144,Sri Sri Sarbojanin Durga Puja,6 Ballygunge Place (Near Sri Sri Sarbojanin Durga Puja),6 Ballygunge Place,Heritage Bengali,600,0.6,1100,Dab Chingri & Kosha Mangsho,22.518423,88.340444
144,Sri Sri Sarbojanin Durga Puja,Bar-B-Q (Near Sri Sri Sarbojanin Durga Puja),Bar-B-Q,Classic Chinese,660,0.66,1200,Peking Duck & Crispy Chilli Pork,22.516819,88.351446
144,Sri Sri Sarbojanin Durga Puja,Chowman (Near Sri Sri Sarbojanin Durga Puja),Chowman,Chinese,520,0.52,700,Kolkata Style Chilli Chicken & Fried Rice,22.523228,88.342334
145,Surya Nagar Sarbojanin Durga Puja,Balaram Mullick & Radharaman Mullick (Near Surya Nagar Sarbojanin Durga Puja),Balaram Mullick & Radharaman Mullick,Iconic Mishti,810,0.81,250,Baked Rosogolla & Mango Sandesh,22.471202,88.37353
145,Surya Nagar Sarbojanin Durga Puja,Arsalan (Near Surya Nagar Sarbojanin Durga Puja),Arsalan,Mughlai,860,0.86,750,Mutton Special Biryani & Firni,22.465702,88.380183
145,Surya Nagar Sarbojanin Durga Puja,The Yellow Turtle (Near Surya Nagar Sarbojanin Durga Puja),The Yellow Turtle,Pan-Asian,710,0.71,850,Dim Sums & Hakka Noodles,22.460541,88.377829
146,Tridhara Sammilani Durga Puja,Saptapadi (Near Tridhara Sammilani Durga Puja),Saptapadi,Bengali Fusion,950,0.95,800,Kacha Lonka Mangsho & Pulao Thali,22.512676,88.349872
146,Tridhara Sammilani Durga Puja,Bhojohori Manna (Near Tridhara Sammilani Durga Puja),Bhojohori Manna,Traditional Bengali,930,0.93,750,"Ilish Bhapa, Kosha Mangsho & Basanti Pulao",22.524447,88.362622
146,Tridhara Sammilani Durga Puja,Roastery Coffee House (Near Tridhara Sammilani Durga Puja),Roastery Coffee House,Cafe & Continental,870,0.87,800,Cranberry Cold Brew & Mac and Cheese,22.527232,88.357725
147,Tulipians Durgotsav,Bar-B-Q (Near Tulipians Durgotsav),Bar-B-Q,Classic Chinese,820,0.82,1200,Peking Duck & Crispy Chilli Pork,22.511626,88.34874
147,Tulipians Durgotsav,Koshe Kosha (Near Tulipians Durgotsav),Koshe Kosha,Authentic Bengali,720,0.72,700,Kosha Mangsho with Luchi,22.518068,88.354951
148,Udayan Kidderpore Durga Puja,The Yellow Turtle (Near Udayan Kidderpore Durga Puja),The Yellow Turtle,Pan-Asian,570,0.57,850,Dim Sums & Hakka Noodles,22.531765,88.317034
148,Udayan Kidderpore Durga Puja,Ganguram Sweets (Near Udayan Kidderpore Durga Puja),Ganguram Sweets,Sweet Corner,790,0.79,180,Mishti Doi & Kesar Radhaballavi,22.52697,88.320729
149,Upohar Utsav Committee,Kasturi Restaurant (Near Upohar Utsav Committee),Kasturi Restaurant,Dhakai Bangladeshi Bengali,970,0.97,650,Kochu Pata Diye Chingri Bhapa & Dhakai Mangsho,22.47427,88.387205
149,Upohar Utsav Committee,Bijoli Grill (Near Upohar Utsav Committee),Bijoli Grill,Bengali Seafood & Snacks,610,0.61,500,Bhetki Fish Batter Fry & Prawn Cutlet,22.471206,88.382026
149,Upohar Utsav Committee,Campari (Near Upohar Utsav Committee),Campari,Snack & Cutlet Joint,870,0.87,250,Fish Fry with Kasundi & Mutton Roll,22.466711,88.375599
150,VIP Nagar Sarbojanin Durga Puja Committee,Bhojohori Manna (Near VIP Nagar Sarbojanin Durga Puja Committee),Bhojohori Manna,Traditional Bengali,750,0.75,750,"Ilish Bhapa, Kosha Mangsho & Basanti Pulao",22.509863,88.398101
150,VIP Nagar Sarbojanin Durga Puja Committee,Oudh 1590 (Near VIP Nagar Sarbojanin Durga Puja Committee),Oudh 1590,Awadhi Dining,580,0.58,1000,Raan Biryani & Galawati Kebab,22.510876,88.393876
150,VIP Nagar Sarbojanin Durga Puja Committee,6 Ballygunge Place (Near VIP Nagar Sarbojanin Durga Puja Committee),6 Ballygunge Place,Heritage Bengali,630,0.63,1100,Dab Chingri & Kosha Mangsho,22.510698,88.392813
151,Westend Park Sarbojanin Durga Puja,Balaram Mullick & Radharaman Mullick (Near Westend Park Sarbojanin Durga Puja),Balaram Mullick & Radharaman Mullick,Iconic Mishti,860,0.86,250,Baked Rosogolla & Mango Sandesh,22.513851,88.346286
151,Westend Park Sarbojanin Durga Puja,Roastery Coffee House (Near Westend Park Sarbojanin Durga Puja),Roastery Coffee House,Cafe & Continental,730,0.73,800,Cranberry Cold Brew & Mac and Cheese,22.526839,88.346359
151,Westend Park Sarbojanin Durga Puja,Ganguram Sweets (Near Westend Park Sarbojanin Durga Puja),Ganguram Sweets,Sweet Corner,660,0.66,180,Mishti Doi & Kesar Radhaballavi,22.515623,88.345782
